"","c.alb.jan","c.alb.feb","c.alb.mar","c.alb.apr","c.alb.may","c.alb.jun","c.alb.jul","c.alb.aug","c.alb.sep","c.alb.oct","c.alb.nov","c.alb.dec"
"866",2.49999999998862e-06,-2.50000000001638e-06,0,0,0,0,0,0,0,0,0,2.49999999998862e-06
"871",NA,NA,NA,NA,-0.07071825,-0.07083125,-0.0830625,-0.0814765,-0.08385325,NA,NA,NA
"872",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"873",-7.49999999999362e-06,-2.49999999998862e-06,4.99999999997724e-06,0,0,0,0,0,0,0,0,0
"1291",-0.1859825,-0.1919225,-0.13394,-0.0444766666666667,-0.048484,-0.0420075,-0.037235,-0.0405075,-0.036985,-0.0473566666666667,-0.085345,-0.1478725
"1292",-0.2174425,-0.2136125,-0.0998075,-0.00025,-0.0037975,-0.003045,-0.0182225,-0.01634,-0.02385,-0.0238466666666667,-0.0978,-0.2061575
"1295",-0.1847975,-0.1918,-0.12804,-0.04475,-0.04869175,-0.04243,-0.0378325,-0.040285,-0.0368075,-0.0441933333333333,-0.077105,-0.1455825
"1296",2.49999999998862e-06,2.49999999998862e-06,-2.5000000000025e-06,0,0,0,0,0,0,0,0,0
"1297",0.1845925,0.19171,0.1295025,0.0443066666666667,0.0487945,0.042615,0.038105,0.040185,0.0367375,0.04406,0.07602,0.1445675
"1299",0.15559,0.17194,0.12292,0.0279533333333333,0.01646,0.0035525,0.007755,0.00716,0.0062075,0.02144,0.0943875,0.1622575
"1437",-2.5000000000025e-06,-2.5000000000025e-06,0,0,0,0,0,0,0,0,0,0
"1702",0,-2.49999999998862e-06,0,0,0,0,0,0,0,0,0,-2.50000000001638e-06
"1851",-0.21698,-0.20529,-0.081405,-0.000376666666666673,-0.0036875,-0.00366499999999999,-0.0183725,-0.01649,-0.0236925,-0.0237166666666667,-0.0768075,-0.173135
"2987",-0.15474,-0.1721175,-0.1079775,-0.02921,-0.016845,-0.0027725,-0.0068375,-0.00846249999999999,-0.0082525,-0.0218666666666667,-0.07284,-0.13087
"3301",-0.3851125,-0.4157225,-0.233335,-0.08105,-0.05950825,-0.0412,-0.0521275,-0.0539425,-0.059625,-0.0723466666666667,-0.1583325,-0.370445
"3444",-0.1745525,-0.1860875,-0.1294375,-0.05771,-0.04846775,-0.0385925,-0.0360475,-0.0365075,-0.0337975,-0.0439633333333333,-0.07111,-0.12885
"3445",-0.3842725,-0.4173875,-0.2390525,-0.0840066666666667,-0.0599775,-0.04082,-0.051615,-0.053545,-0.05964,-0.07307,-0.15701,-0.3686175
"3585",0.0247425,0.0204225,0.01932,0.00751433333333334,0.01942425,0.03005125,0.02927,0.0275615,0.02566575,0.018546,0.000532499999999998,0.003435
"3586",-0.1743175,-0.1856775,-0.1316175,-0.0608366666666667,-0.048353,-0.0381525,-0.0357325,-0.03624,-0.033605,-0.04401,-0.07175,-0.1296825
"3589",-0.1743375,-0.1857675,-0.13176,-0.0583933333333333,-0.0484625,-0.038335,-0.03599,-0.03626,-0.0336225,-0.0439966666666667,-0.074805,-0.13125
"3590",-0.381405,-0.4164075,-0.23373,-0.0856933333333333,-0.06053325,-0.04046,-0.051015,-0.053115,-0.0597525,-0.07407,-0.160935,-0.3673625
"3591",0,0,0,0,0,0,0,0,0,0,0,0
"3592",0,0,0,0,0,0,0,0,0,0,0,0
"3594",0,0,0,0,0,0,0,0,0,0,0,0
"3726",0,0,0,0,0,0,0,0,0,0,0,0
"4146",0.02888,0.02625,0.011175,0.008738,0.0202015,0.03241375,0.03147,0.028929,0.02645075,0.0185986666666667,-1.17500000000013e-05,0.011005
"4393",0.205275,0.2118675,0.15168,0.062388,0.06766825,0.06772875,0.0650175,0.066079,0.06045825,0.0624226666666667,0.067234,0.14849
"4659",-5.00000000003276e-06,-2.49999999998862e-06,0,0,0,0,0,0,0,0,0,0
"4707",0.0313925,0.0154375,0.02605,0.0198733333333333,0.03008875,0.0303875,0.02482,0.027135,0.02638,0.02309,0.0081025,0.0037975
"4709",0.03336,0.0174125,0.0257475,0.0213033333333333,0.030208,0.03061,0.0252075,0.0273725,0.0266225,0.02323,0.00766,0.00357499999999999
"4710",0.045435,0.035175,0.04265,0.0294646666666667,0.05119075,0.06544625,0.0589725,0.0578465,0.05398825,0.0419006666666667,0.0072925,0.02678
"4711",0,0,0,0,0,0,0,0,0,0,0,0
"4955",0.176205,0.1770575,0.1256675,0.0501866666666667,0.04488075,0.02646,0.02168,0.03109,0.032755,0.0430466666666667,0.0738575,0.1433225
"4971",0.0293825,0.0121575,0.0322425,0.0183533333333333,0.02866175,0.02689,0.019615,0.023685,0.023785,0.0219633333333333,0.0084575,0.0147
"5124",0.023725,0.013145,0.0193625,0.01912,0.0292015,0.0279925,0.022035,0.0250075,0.024715,0.0226366666666667,0.00734,0.01518
"5125",-0.17144,-0.1813675,-0.1171125,-0.04688,-0.04609425,-0.0303675,-0.02782,-0.0320875,-0.0315225,-0.0437833333333333,-0.0754575,-0.1404225
"5126",-0.197555,-0.2038675,-0.1464725,-0.060248,-0.06786325,-0.06784375,-0.0648425,-0.0642015,-0.05931825,-0.062553,-0.07211775,-0.147355
"5127",0.1736675,0.18101,0.12078,0.0442566666666667,0.04617,0.0306675,0.02831,0.0322025,0.0315075,0.0438166666666667,0.07274,0.1191975
"5386",0.1753425,0.175785,0.120185,0.0462566666666667,0.044834,0.026155,0.02201,0.03018,0.031835,0.04323,0.074755,0.1409075
"5388",0,0,0,0,0,0,0,0,0,0,0,0
"5656",-4.99999999997724e-06,-2.49999999998862e-06,0,0,0,0,0,0,0,0,0,2.50000000001638e-06
"5657",-0.21355,-0.18198,-0.096225,-0.00731999999999999,-0.00448750000000001,-0.00621000000000001,-0.01878,-0.0201325,-0.02435,-0.0237766666666667,-0.0779575,-0.1836175
"5658",0.3663425,0.342015,0.1941875,0.0336833333333333,0.021795,0.007655,0.023985,0.030265,0.0340625,0.0456433333333333,0.14018,0.2999975
"5659",0.15236,0.15938,0.0992725,0.0228666666666667,0.0173,0.00147999999999999,0.00517750000000001,0.00997,0.0096,0.02168,0.067045,0.126375
"5704",0,0,0,0,0,0,0,0,0,0,0,0
"5862",0,0,0,0,0,0,0,0,0,0,0,0
"6107",0.175605,0.17695,0.115345,0.0428233333333333,0.044782,0.0262575,0.0235275,0.029565,0.030605,0.0435966666666667,0.07003,0.1267925
"6110",0.025385,0.042775,0.0478975,0.029068,0.05106075,0.06591125,0.059885,0.056869,0.05172075,0.0413326666666667,0.0079285,-0.000379999999999998
"6111",0.16828,0.166095,0.1211775,0.04254,0.044949,0.026795,0.0244275,0.029825,0.0305125,0.04368,0.0719025,0.11228
"6112",0.0362825,0.0109525,0.030475,0.01811,0.028116,0.0251225,0.0196425,0.022465,0.0229975,0.0225933333333333,0.0073825,0.0221775
"6249",0.1779775,0.1762675,0.1201975,0.04461,0.044679,0.02602,0.0234475,0.02941,0.03048,0.04361,0.071465,0.12003
"6283",0.030155,0.020275,0.03699,0.0193166666666667,0.02994525,0.0263575,0.02327,0.02452,0.0251675,0.02481,0.0096275,0.0084675
"6322",0.0124225,0.0047925,0.0231375,0.00467133333333334,0.0200465,0.03484625,0.03049,0.029399,0.02953825,0.0179593333333333,-0.0013365,0.00196249999999999
"6351",-2.49999999998862e-06,2.50000000001638e-06,0,0,0,0,0,0,0,0,0,-2.49999999998862e-06
"6505",0.35863,0.3372275,0.1856375,0.02732,0.0220175,0.00761999999999999,0.0237325,0.0311175,0.0336975,0.0451,0.1326325,0.2796325
"6527",0.14559,0.1669225,0.088685,0.0270033333333333,0.017045,0.00150499999999999,0.0047625,0.0082675,0.00841500000000001,0.0212633333333333,0.06303,0.11779
"6528",0.0265825,0.0082525,0.0240725,0.0184766666666667,0.0272625,0.0234575,0.017565,0.0206425,0.0220475,0.0222533333333333,0.0100775,0.01338
"6662",0.1475775,0.165385,0.0938175,0.02967,0.0171425,0.00135,0.0046925,0.00878,0.0087525,0.0212866666666667,0.063935,0.1217125
"6701",0.04206,0.0137375,0.03574,0.0191166666666667,0.02913075,0.02523,0.0220925,0.0233875,0.0240025,0.02429,0.0100725,-0.00613
"6703",0.02969,0.0122166666666667,0.0386425,0.0190133333333333,0.0292615,0.0252,0.0221775,0.0234375,0.0240975,0.0244833333333333,0.0088925,0.016885
"6704",0.0086175,0.024455,0.00893749999999999,0.00874800000000001,0.0226695,0.04083375,0.0378275,0.0344215,0.03053575,0.0183693333333333,-0.001799,0.00139
"6866",0,0,0,0,0,0,0,0,0,0,0,0
"6868",0,0,0,0,0,0,0,0,0,0,0,0
"6869",0.0280425,0.0239225,0.0434375,0.0226933333333333,0.0308505,0.02611,0.02452,0.024555,0.02459,0.0261033333333333,0.008235,0.0182475
"6874",0,0,0,0,0,0,0,0,0,0,0,0
"6878",0,0,0,0,0,0,0,0,0,0,0,0
"7025",0,0,0,0,0,0,0,0,0,0,0,0
"7035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7054",-2.49999999998862e-06,-7.50000000002138e-06,0,0,0,0,0,0,0,0,0,0
"7055",0,-5.000000000005e-06,0,0,0,0,0,0,0,0,0,-2.5000000000025e-06
"7171",0,0,0,0,0,0,0,0,0,0,0,0
"7175",-0.178165,-0.1969075,-0.1276425,-0.05086,-0.04760175,-0.0323125,-0.034605,-0.03484,-0.0298,-0.0447283333333333,-0.0729975,-0.1391225
"7176",-0.0364325,-0.0325225,-0.02922,-0.02332,-0.03330475,-0.03115,-0.0307825,-0.028635,-0.026315,-0.0259896666666667,-0.0063125,-0.0177925
"7195",0,2.49999999998862e-06,-2.49999999998862e-06,0,0,0,0,0,0,0,0,0
"7204",2.49999999998862e-06,0,0,0,0,0,0,0,0,0,0,2.5000000000025e-06
"7274",0,0,0,0,0,0,0,0,0,0,0,0
"7300",0.17008,0.1884375,0.124245,0.04636,0.04637225,0.02858,0.0301675,0.0315275,0.0286425,0.04457,0.0736475,0.1285875
"7301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7302",0,0,0,0,0,0,0,0,0,0,0,0
"7303",0,0,0,0,0,0,0,0,0,0,0,0
"7307",-0.176825,-0.1732375,-0.1380875,-0.04339,-0.046877,-0.030025,-0.03202,-0.0329675,-0.02903,-0.04465,-0.06716,-0.093595
"7308",0.00863249999999999,0.01441,0.00343999999999999,0.00720133333333334,0.0211565,0.03763875,0.03268,0.030749,0.03097075,0.0178893333333333,-0.0011815,-0.0061075
"7309",0.0097775,0.0129125,0.0071275,0.00737800000000001,0.02108925,0.03743375,0.0324375,0.030569,0.03091825,0.0178793333333333,-0.00141850000000001,-0.00767250000000001
"7310",0.0154775,0.0111675,0.00518,0.00644133333333334,0.0210245,0.03721875,0.0321825,0.030389,0.03086325,0.017866,-0.00144175,-0.0059575
"7311",0.0083975,0.0100425,0.00883,0.005628,0.02095775,0.03701375,0.03194,0.030209,0.03080075,0.017856,-0.00140125,-0.00728749999999999
"7314",0.1787075,0.1942275,0.1292125,0.0512633333333333,0.0473455,0.0314825,0.0338525,0.0343725,0.0294425,0.04472,0.0723125,0.1396725
"7341",0,-2.50000000004413e-06,0,0,0,0,0,0,0,0,0,0
"7440",0.00685750000000002,0.011075,0.0134125,0.00767466666666667,0.0218985,0.03985625,0.035235,0.032559,0.03161075,0.0179826666666667,-0.00171899999999999,-0.004185
"7441",0,0,0,0,0,0,0,0,0,0,0,0
"7442",0,0,0,0,0,0,0,0,0,0,0,0
"7448",-0.1733825,-0.176655,-0.13855,-0.0429866666666667,-0.04675725,-0.0296325,-0.03174,-0.032875,-0.0288125,-0.0446666666666667,-0.0713525,-0.094725
"7449",-0.17417,-0.189085,-0.1346075,-0.04514,-0.04682425,-0.0298275,-0.0319975,-0.03308,-0.02887,-0.04467,-0.07029,-0.09927
"7450",0,0,0,0,0,0,0,0,0,0,0,0
"7452",0,0,0,0,0,0,0,0,0,0,0,0
"7457",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7492",0,-2.50000000004413e-06,0,0,0,0,0,0,0,0,0,0
"7579",0.0160525,0.0141825,0.01204,0.007678,0.022139,0.04053125,0.03598,0.033064,0.03188075,0.017986,-0.0011765,-0.00236750000000001
"7585",0,0,0,0,0,0,0,0,0,0,0,0
"7603",NA,NA,NA,NA,-0.08053825,-0.07274375,-0.0792675,-0.0844015,-0.08632575,NA,NA,NA
"7625",2.50000000001638e-06,-2.49999999998862e-06,0,0,0,0,0,0,0,0,0,2.49999999998862e-06
"7627",2.50000000001638e-06,0,0,0,0,0,0,0,0,0,0,-2.5000000000025e-06
"7628",0,0,0,0,0,0,0,0,0,0,0,-2.5000000000025e-06
"7635",0,0,0,0,0,0,0,0,0,0,0,0
"7685",0,0,0,0,0,0,0,0,0,0,0,0
"7713",0,0,0,0,0,0,0,0,0,0,0,0
"7742",NA,NA,NA,NA,-0.06813575,-0.06762875,-0.0651975,-0.0644815,-0.06000825,NA,NA,NA
"7743",NA,NA,NA,NA,-0.06813825,-0.06762125,-0.065215,-0.0645165,-0.06001325,NA,NA,NA
"7744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7850",0.00982,0.0191675,0.0101425,0.00794133333333334,0.02292225,0.04233625,0.0382575,0.0347315,0.03232575,0.018076,-0.000936499999999996,-0.0037075
"7851",0.0119975,0.0163125,0.013595,0.00784133333333334,0.022872,0.04225875,0.0381375,0.0346415,0.03233575,0.0180626666666667,-0.001074,-0.000757500000000008
"7855",0,0,0,0,0,0,0,0,0,0,0,0
"7878",-0.192165,-0.2014325,-0.136205,-0.0536046666666667,-0.06814075,-0.06761875,-0.0651675,-0.064424,-0.05996825,-0.062546,-0.069476,-0.1405625
"7885",0,0,0,0,0,0,0,0,0,0,0,0
"7886",0,0,0,0,0,0,0,0,0,0,0,0
"7908",-2.50000000001638e-06,-2.49999999998862e-06,0,0,0,0,0,0,0,0,0,-2.49999999998862e-06
"7969",0.0391775,0.0133175,0.0331925,0.0183366666666667,0.027973,0.023455,0.02072,0.0218725,0.0221825,0.0242733333333333,0.00863,0.01405
"7994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7995",0,0,0,0,0,0,0,0,0,0,0,0
"7996",0.01178,0.018355,0.0086575,0.006918,0.02271,0.04197375,0.0376775,0.034179,0.03243575,0.0179993333333333,-0.001009,-0.00253
"8000",0,0,0,0,0,0,0,0,0,0,0,0
"8001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8016",-0.17497,-0.1931375,-0.12957,-0.0476166666666667,-0.0465735,-0.02893,-0.0318,-0.0334825,-0.0281825,-0.0447516666666667,-0.072795,-0.1315075
"8027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8047",-2.50000000001638e-06,-2.49999999998862e-06,0,0,0,0,0,0,0,0,0,-2.50000000001638e-06
"8052",0,-2.49999999998862e-06,0,0,0,0,0,0,0,0,0,0
"8197",0,-2.49999999998862e-06,0,0,0,0,0,0,0,0,0,0
"8199",-4.99999999997724e-06,-4.99999999997724e-06,0,0,0,0,0,0,0,0,0,0
"8200",0,2.49999999998862e-06,0,0,0,0,0,0,0,0,0,0
"8203",0.19085,0.1802875,0.070405,0.00890666666666667,0.00579999999999999,0.00666,0.019225,0.023225,0.02481,0.02448,0.082025,0.165605
"8207",0.3469775,0.3389625,0.151685,0.03199,0.0232975,0.00738499999999999,0.02337,0.03251,0.0328475,0.04481,0.14837,0.3014925
"8228",0.3450775,0.36127,0.184055,0.03614,0.0272675,0.006935,0.021085,0.0302125,0.0344475,0.0488733333333333,0.1589775,0.3712325
"8229",0.3430875,0.3623475,0.18259,0.0363933333333333,0.0273825,0.0069,0.020945,0.0300575,0.03452,0.0490666666666667,0.1564475,0.3708175
"8231",0,0,0,0,0,0,0,0,0,0,0,0
"8243",0.1578525,0.179815,0.1235175,0.0409166666666667,0.0436875,0.0242525,0.02426,0.02877,0.0289975,0.04407,0.0612625,0.10024
"8253",0,0,0,0,0,0,0,0,0,0,0,0
"8254",0,0,0,0,0,0,0,0,0,0,0,0
"8334",-2.77555756156289e-17,2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0
"8364",0.1433575,0.162255,0.07799,0.0218833333333333,0.0168,0.000852499999999999,0.00411,0.008455,0.0080025,0.0204133333333333,0.067715,0.148565
"8365",0.1435525,0.16267,0.0807525,0.0219233333333333,0.01679,0.000857499999999997,0.0041125,0.00840750000000001,0.00800749999999999,0.0204233333333333,0.0676975,0.1470875
"8366",0.14327,0.16305,0.085785,0.0219666666666667,0.01678,0.000865000000000005,0.004105,0.008355,0.0080175,0.0204366666666667,0.0701325,0.1480375
"8367",0.3403475,0.3572475,0.1803675,0.0355966666666667,0.02691,0.0070125,0.02143,0.0306975,0.0341825,0.0482666666666667,0.16048,0.359735
"8369",0.334185,0.3594625,0.1774725,0.0360933333333333,0.027165,0.0069425,0.02115,0.030405,0.03435,0.0487066666666667,0.1638525,0.3640625
"8371",0.17064,0.175315,0.1152825,0.03987,0.043245,0.0233825,0.0225675,0.028835,0.0296575,0.0438333333333333,0.0739675,0.1388575
"8372",0.1407075,0.1650075,0.083755,0.0222266666666667,0.01669,0.000912500000000004,0.00411250000000001,0.00802750000000001,0.00795,0.02045,0.0570925,0.11355
"8386",0.028895,0.03277,0.048155,0.0274213333333333,0.05185075,0.06649875,0.060785,0.0570415,0.05230325,0.042396,0.006956,0.0142466666666667
"8387",0.0210525,0.0326,0.0476575,0.0273613333333333,0.05187575,0.06649625,0.0607725,0.057074,0.05239075,0.0424326666666667,0.0069185,0.0072325
"8399",0,0,0,0,0,0,0,0,0,0,0,0
"8408",-0.0172525,0.022825,0.0074225,0.00779466666666667,0.02330825,0.04255875,0.038685,0.034749,0.03217575,0.018066,-0.000989,-0.00449249999999999
"8409",0.0180025,0.045475,0.03785,0.0276713333333333,0.05239825,0.06642875,0.0606675,0.0572865,0.05433575,0.0443826666666667,0.0070085,0.0101675
"8481",2.77555756156289e-17,-4.99999999997724e-06,0,0,0,0,0,0,0,0,0,0
"8533",0,0,0,0,0,0,0,0,0,0,0,0
"8534",0.0341425,0.013415,0.0351725,0.0183533333333333,0.02777,0.0234425,0.0209575,0.022095,0.02194,0.02459,0.007905,0.0098975
"8535",0.03004,0.0133275,0.03615,0.0184033333333333,0.02784175,0.02348,0.02104,0.0221475,0.021995,0.0247266666666667,0.007815,0.01305
"8536",0,0,0,0,0,0,0,0,0,0,0,0
"8537",0.0405775,0.013945,0.0335675,0.0186766666666667,0.0279955,0.02356,0.02119,0.0222475,0.0221075,0.0249866666666667,0.00883250000000001,0.0126
"8538",0,0,0,0,0,0,0,0,0,0,0,0
"8555",0.0079975,0.0209225,0.00892749999999999,0.00708466666666667,0.0230295,0.04241375,0.038335,0.0343815,0.03254575,0.017966,-0.000926499999999997,-0.00215
"8577",0.1413,0.167095,0.0856325,0.02867,0.01509,0.000877500000000003,0.00439999999999999,0.00740250000000001,0.004165,0.0179866666666667,0.0523575,0.0735325
"8578",0.14055,0.1676075,0.087445,0.0296066666666667,0.01508,0.000872499999999998,0.00441250000000001,0.0074325,0.004115,0.0180033333333333,0.0524125,0.0866775
"8584",0.00587749999999999,0.014525,0.00709750000000001,0.00460133333333334,0.0217885,0.03905875,0.03347,0.0307615,0.03224325,0.0177006666666667,-0.00133899999999999,-0.00610250000000001
"8586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8606",-5.000000000005e-06,-4.99999999999112e-06,-2.5000000000025e-06,0,0,0,0,0,0,0,0,5.000000000005e-06
"8607",-2.50000000001638e-06,0,0,0,0,0,0,0,0,0,0,0
"8608",-2.49999999998862e-06,-2.49999999998862e-06,-2.5000000000025e-06,0,0,0,0,0,0,0,0,0
"8609",5.00000000003276e-06,-4.99999999999112e-06,-2.49999999998862e-06,0,0,0,0,0,0,0,0,-2.5000000000025e-06
"8613",0,-2.49999999998862e-06,0,0,0,0,0,0,0,0,0,0
"8614",-4.99999999997724e-06,2.5000000000025e-06,0,0,0,0,0,0,0,0,0,-2.5000000000025e-06
"8615",0,4.99999999997724e-06,0,0,0,0,0,0,0,0,0,0
"8616",2.77555756156289e-17,-2.50000000001638e-06,0,0,0,0,0,0,0,0,0,0
"8617",0,0,2.5000000000025e-06,0,0,0,0,0,0,0,0,-2.49999999998862e-06
"8618",2.49999999998862e-06,-2.77555756156289e-17,-2.49999999998862e-06,0,0,0,0,0,0,0,0,2.5000000000025e-06
"8619",0,5.00000000003276e-06,0,0,0,0,0,0,0,0,0,0
"8637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8722",0.17421,0.19397,0.1246625,0.0526666666666667,0.04618725,0.0274925,0.031015,0.033705,0.0272775,0.044833,0.068345,0.1110225
"8723",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8724",0.174655,0.1947175,0.1280125,0.05364,0.0462755,0.0278525,0.031555,0.0341175,0.027385,0.0448513333333333,0.0695375,0.11915
"8725",0,0,0,0,0,0,0,0,0,0,0,0
"8726",0.03092,0.02596,0.05068,0.0238166666666667,0.0312685,0.02741,0.027505,0.0267375,0.023625,0.0267873333333333,0.008695,0.0179775
"8765",-2.49999999998862e-06,0,0,0,0,0,0,0,0,0,0,0
"8780",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8781",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8782",0.144505,0.1585875,0.0779525,0.02143,0.016655,0.000695000000000001,0.0040825,0.008745,0.00761499999999999,0.0199666666666667,0.069055,0.1323375
"8783",0,0,0,0,0,0,0,0,0,0,0,0
"8784",-0.1812975,-0.1852125,-0.0714375,-0.01241,-0.00897750000000001,-0.00648,-0.0183,-0.02328,-0.0255925,-0.0264766666666667,-0.07547,-0.173415
"8786",-2.49999999998862e-06,0,0,0,0,0,0,0,0,0,0,-2.49999999998862e-06
"8787",0.19028,0.187735,0.0782425,0.0130833333333333,0.0094875,0.0063875,0.0179525,0.0230525,0.025785,0.0270033333333333,0.0830925,0.1743725
"8804",0.028675,0.039495,0.0450925,0.0276546666666667,0.05184075,0.06664125,0.0609975,0.0568315,0.05197325,0.042476,0.006991,0.0186075
"8906",2.50000000001638e-06,-2.49999999998862e-06,0,0,0,0,0,0,0,0,0,-2.49999999998862e-06
"8907",0,-2.50000000001638e-06,0,0,0,0,0,0,0,0,0,0
"8908",-2.49999999998862e-06,-7.50000000004913e-06,-2.5000000000025e-06,0,0,0,0,0,0,0,0,0
"8909",0.1910725,0.1746425,0.0659875,0.00937,0.00604,0.00665749999999999,0.0193025,0.023735,0.024745,0.02435,0.0819625,0.171935
"8910",0.3337575,0.3256975,0.152975,0.0304366666666667,0.0227025,0.0072275,0.0234775,0.0330875,0.0320825,0.0439466666666667,0.1520075,0.3012175
"8911",0.33213,0.3256825,0.1543475,0.03061,0.0228625,0.0072375,0.023445,0.033055,0.03213,0.0440566666666667,0.1524225,0.3036525
"8921",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8922",0.1433975,0.15737,0.0756925,0.0212933333333333,0.0165825,0.000650000000000012,0.00407249999999999,0.00880750000000001,0.00748,0.0198133333333333,0.0674275,0.1299675
"8944",0.038895,0.0137825,0.0350675,0.0183133333333333,0.026865,0.02305,0.0200325,0.0218575,0.021855,0.02411,0.0081875,0.0092775
"8945",0.0437625,0.034145,0.047425,0.027638,0.05189325,0.06668375,0.061045,0.0568265,0.05201325,0.0425726666666667,0.0066135,0.020315
"8947",0.19441,0.200455,0.1341975,0.0500813333333333,0.06825325,0.06744125,0.0650975,0.064539,0.05951825,0.062546,0.0673685,0.1368925
"8948",0.191675,0.20049,0.1344825,0.050068,0.06824825,0.06744125,0.065095,0.064524,0.05951825,0.0625493333333333,0.071496,0.1478225
"8951",0.031275,0.013995,0.0344925,0.01839,0.02726,0.023325,0.0207425,0.0221375,0.0217975,0.02441,0.0074125,0.00759250000000001
"8968",0.0204325,0.045305,0.0453125,0.026988,0.05217825,0.06650625,0.06071,0.0571465,0.05386325,0.044446,0.006876,0.0083725
"8969",-0.00342000000000001,0.0239275,0.0126725,0.00763133333333333,0.02352925,0.04239625,0.038545,0.034144,0.03179825,0.018016,-0.0009715,-0.004245
"8970",0.1481875,0.1991475,0.1254075,0.049838,0.06819325,0.06747125,0.065085,0.0643115,0.05965075,0.062556,0.0598535,0.089155
"8972",0.165785,0.1752975,0.117565,0.0423433333333333,0.0448565,0.02515,0.02669,0.0302675,0.0276225,0.0445833333333333,0.060795,0.0988575
"9070",0.3352875,0.346215,0.1523075,0.03492,0.026025,0.00709,0.022015,0.03178,0.033365,0.0468733333333333,0.15813,0.3152575
"9071",0.139985,0.160505,0.0761975,0.0215266666666667,0.01651,0.000664999999999992,0.00403750000000001,0.0085175,0.00763,0.0198633333333333,0.0667175,0.134115
"9072",0.14206,0.16091,0.0756475,0.0215766666666667,0.016505,0.000670000000000011,0.004035,0.008475,0.00764250000000001,0.0198733333333333,0.067965,0.1323625
"9073",0.141985,0.160315,0.0766875,0.0216333333333333,0.0165,0.000672499999999999,0.00403499999999999,0.0084325,0.00767,0.01989,0.067265,0.1257925
"9075",-0.18121,-0.1891275,-0.07761,-0.0143566666666667,-0.0101825,-0.00627249999999999,-0.0173675,-0.02282,-0.02609,-0.02787,-0.0701075,-0.16138
"9076",-2.49999999998862e-06,-2.49999999998862e-06,0,0,0,0,0,0,0,0,0,2.49999999998862e-06
"9077",4.99999999997724e-06,-2.50000000001638e-06,0,0,0,0,0,0,0,0,0,0
"9086",0.196995,0.200235,0.1342475,0.0500346666666667,0.06828075,0.06743375,0.065145,0.064644,0.05955575,0.062546,0.064941,0.135075
"9087",0.1767825,0.1806875,0.1214125,0.04091,0.0432775,0.0238975,0.024465,0.029925,0.029375,0.04416,0.0677275,0.130315
"9088",0.173565,0.18102,0.120715,0.0409833333333333,0.0433125,0.0239375,0.0245625,0.0299325,0.02931,0.0441733333333333,0.07534,0.13701
"9090",0.3730225,0.38123,0.217915,0.0572733333333333,0.05492,0.0298775,0.0404025,0.0514925,0.05618,0.07415,0.1409325,0.3340375
"9096",0.1788325,0.182525,0.119845,0.0415233333333333,0.043685,0.02433,0.0254225,0.029945,0.0288125,0.04432,0.0680425,0.138985
"9106",0,0,0,0,0,0,0,0,0,0,0,0
"9107",0.0246975,0.01604,0.0356525,0.01908,0.02835475,0.02408,0.0220725,0.0230775,0.022205,0.0263466666666667,0.0077675,0.012655
"9109",0.011625,0.01762,0.0375825,0.0268946666666667,0.05215075,0.06652625,0.060735,0.057114,0.05380825,0.0445393333333333,0.0068685,0.0079925
"9110",0.0105575,0.03391,0.0442725,0.0269513333333333,0.05218075,0.06652625,0.06074,0.057114,0.05385075,0.0445826666666667,0.0068885,0.00584
"9111",0.040915,0.01877,0.031185,0.0194933333333333,0.02874075,0.0242275,0.02234,0.023195,0.02206,0.02664,0.00795000000000001,0.0167575
"9112",0.17884,0.1800075,0.109625,0.0423466666666667,0.04480925,0.02516,0.0267825,0.0305075,0.0277325,0.0445933333333333,0.0609725,0.097715
"9113",0.1766625,0.1799975,0.1202625,0.0423866666666667,0.04487325,0.0251825,0.0268375,0.030545,0.02765,0.0446033333333333,0.06189,0.10821
"9114",0.1588525,0.17248,0.1147525,0.04243,0.044934,0.0251925,0.02687,0.03056,0.0275675,0.04462,0.06077,0.095995
"9143",0,0,0,0,0,0,0,0,0,0,0,0
"9149",0.1439625,0.1686375,0.07752,0.0243333333333333,0.01537,0.000762499999999992,0.004885,0.008255,0.00402250000000001,0.01788,0.0555375,0.0884725
