"","Lat","Lon","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"219",49.73943629,-89.56160701,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
"220",49.74503536,-89.45105356,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
"221",49.75053574,-89.34047658,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
"222",49.75593739,-89.2298765,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
"223",49.76124028,-89.11925373,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
"224",49.76644437,-89.00860867,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
"225",49.77154964,-88.89794174,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
"226",49.77655605,-88.78725336,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
"227",49.78146357,-88.67654393,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
"228",49.78627218,-88.56581387,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
"229",49.79098185,-88.4550636,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
"230",49.79559254,-88.34429353,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
"231",49.80010422,-88.23350408,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
"232",49.80451688,-88.12269565,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
"233",49.80883049,-88.01186868,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
"234",49.81304501,-87.90102357,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
"235",49.81716042,-87.79016074,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
"236",49.8211767,-87.67928062,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
"237",49.82509383,-87.56838361,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
"238",49.82891177,-87.45747014,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
"239",49.83263051,-87.34654062,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
"240",49.83625002,-87.23559548,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
"241",49.83977029,-87.12463513,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
"242",49.84319128,-87.01366,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
"243",49.84651298,-86.9026705,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
"244",49.84973538,-86.79166706,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
"245",49.85285844,-86.68065009,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
"246",49.85588215,-86.56962002,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
"247",49.85880649,-86.45857726,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
"248",49.86163145,-86.34752225,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
"249",49.86435701,-86.2364554,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
"250",49.86698314,-86.12537713,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
"251",49.86950984,-86.01428787,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
"252",49.87193709,-85.90318804,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
